timestamp,production_load_t,equipment_utilization_pct,ambient_temp_c,equipment_run_frac,furnace_kwh,compressor_kwh,ventilation_kwh,auxiliary_kwh,energy_kwh,hour,minute,dayofweek,day,month,year,is_weekend,is_weekday,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,energy_lag_15min,energy_lag_1h,energy_lag_24h,energy_roll_mean_24h,energy_roll_std_24h,expected_kwh_per_load,dominant_equipment
2024-01-26 00:00:00,118.03,100.0,17.02,0.986,710.66,275.33,37.65,65.33,1088.97,0,0,4,26,1,2024,0,1,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387,1057.59,947.81,1022.51,965.465,67.51582899002564,9.226213674489538,Furnace
2024-01-26 23:00:00,118.37,94.16,15.98,0.951,715.34,265.26,40.35,64.78,1085.73,23,0,4,26,1,2024,0,1,-0.2588190451025215,0.965925826289068,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387,1035.13,910.32,1047.64,969.9303125,68.47377891462196,9.172340964771479,Furnace
2024-01-30 11:00:00,120.01,90.71,17.65,0.993,731.03,260.85,39.35,66.93,1098.15,11,0,1,30,1,2024,0,1,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,1006.64,865.78,1057.0,892.5907291666667,101.49156442254956,9.150487459378386,Furnace
2024-01-30 13:00:00,119.78,99.42,17.39,0.942,721.39,266.25,45.53,59.52,1092.69,13,0,1,30,1,2024,0,1,-0.2588190451025208,-0.9659258262890684,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,990.04,959.86,1041.41,892.5027083333333,101.63059593686629,9.122474536650527,Furnace
2024-02-01 11:00:00,123.52,95.03,16.18,0.937,736.64,263.34,37.7,54.77,1092.45,11,0,3,1,2,2024,0,1,0.258819045102521,-0.9659258262890682,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,982.17,839.17,875.19,946.7719791666668,84.91357821641554,8.844316709844561,Furnace
2024-02-01 23:00:00,120.07,100.0,16.01,1.0,728.77,267.38,40.36,58.97,1095.48,23,0,3,1,2,2024,0,1,-0.2588190451025215,0.965925826289068,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,1008.13,925.3,811.78,968.9072916666664,66.1692171947543,9.123677854584827,Furnace
2024-02-02 01:00:00,120.24,99.36,19.19,0.95,718.76,273.29,41.99,63.62,1097.67,1,0,4,2,2,2024,0,1,0.2588190451025207,0.9659258262890684,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1043.32,947.52,1043.15,969.3152083333334,66.84425710055025,9.128992015968064,Furnace
2024-02-05 23:00:00,120.17,100.0,15.55,1.0,719.6,267.0,48.02,58.92,1093.54,23,0,0,5,2,2024,0,1,-0.2588190451025215,0.965925826289068,0.0,1.0,0.8660254037844386,0.5000000000000001,1061.6,915.54,1095.48,897.01625,97.81635171935356,9.099941749188648,Furnace
2024-02-08 12:00:00,119.78,95.99,15.83,0.999,715.06,259.91,34.04,70.73,1079.74,12,0,3,8,2,2024,0,1,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,996.61,948.51,879.38,958.425,84.23253480692523,9.014359659375522,Furnace
2024-02-12 00:00:00,119.2,100.0,15.07,0.913,715.8,283.46,40.99,59.88,1100.13,0,0,0,12,2,2024,0,1,0.0,1.0,0.0,1.0,0.8660254037844386,0.5000000000000001,889.93,821.15,1046.81,893.8291666666665,97.07283824847254,9.229278523489933,Furnace
2024-02-13 12:00:00,114.31,100.0,18.72,1.0,701.38,280.6,40.16,69.11,1091.25,12,0,1,13,2,2024,0,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,1026.9,956.72,1038.49,896.261875,99.58757554415727,9.546408888111277,Furnace
2024-02-14 00:00:00,114.9,98.02,17.57,0.959,711.15,264.52,43.59,64.92,1084.17,0,0,2,14,2,2024,0,1,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001,1042.19,941.47,902.68,897.7688541666666,100.3800132954745,9.435770234986945,Furnace
2024-02-15 12:00:00,117.91,100.0,18.18,1.0,718.03,269.7,34.55,65.08,1087.37,12,0,3,15,2,2024,0,1,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,1057.23,909.16,925.06,955.6841666666666,81.89229777633312,9.222033754558561,Furnace
2024-02-21 12:00:00,121.71,90.86,20.41,0.892,732.63,255.06,40.69,52.56,1080.94,12,0,2,21,2,2024,0,1,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001,1071.45,939.38,869.73,912.3954166666666,97.69887915013686,8.881275162270972,Furnace
2024-02-22 12:00:00,117.23,100.0,18.52,1.0,709.3,272.62,44.08,59.22,1085.21,12,0,3,22,2,2024,0,1,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,1052.09,936.42,903.01,950.5351041666668,81.8479839573568,9.25710142455003,Furnace
2024-02-23 11:00:00,116.82,99.03,20.64,0.977,696.22,282.81,46.49,57.8,1083.32,11,0,4,23,2,2024,0,1,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1033.4,898.3,1036.36,969.4640625,71.18910395009205,9.273412086971408,Furnace
2024-02-27 11:00:00,120.29,93.67,19.16,0.817,731.77,259.66,40.25,56.98,1088.66,11,0,1,27,2,2024,0,1,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,1025.75,884.2,1083.32,889.8714583333334,93.79959268208312,9.050295120126362,Furnace
2024-02-27 12:00:00,117.71,97.96,19.17,0.957,712.08,270.69,41.82,63.38,1087.97,12,0,1,27,2,2024,0,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,1088.66,894.23,1016.49,890.6160416666667,95.0901010452633,9.242800101945459,Furnace
2024-02-28 00:00:00,123.05,99.24,19.36,1.0,742.11,260.71,43.41,62.92,1109.14,0,0,2,28,2,2024,0,1,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001,1048.41,936.23,911.11,894.6437499999998,98.54419271789274,9.013734254368144,Furnace
2024-02-29 23:00:00,115.93,99.5,18.42,0.99,704.18,273.24,44.14,60.63,1082.19,23,0,3,29,2,2024,0,1,-0.2588190451025215,0.965925826289068,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,1039.72,880.89,875.02,972.0811458333332,70.11766537485796,9.3348572414388,Furnace
2024-03-01 00:00:00,117.65,100.0,19.74,0.964,713.76,263.41,42.76,59.9,1079.83,0,0,4,1,3,2024,0,1,0.0,1.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1082.19,935.23,1059.61,972.2917708333332,70.41310592712671,9.178325541861453,Furnace
2024-03-01 01:00:00,117.68,99.91,17.92,1.0,705.09,273.95,38.72,63.44,1081.2,1,0,4,1,3,2024,0,1,0.2588190451025207,0.9659258262890684,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1079.83,1027.52,1000.13,973.13625,71.23187449228153,9.187627464309992,Furnace
2024-03-01 11:00:00,119.8,100.0,22.18,0.957,722.63,259.89,37.17,61.6,1081.28,11,0,4,1,3,2024,0,1,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1024.96,903.87,977.04,975.37,70.94461190178342,9.025709515859766,Furnace
2024-03-01 13:00:00,123.4,100.0,19.25,1.0,737.25,263.99,40.48,77.68,1119.39,13,0,4,1,3,2024,0,1,-0.2588190451025208,-0.9659258262890684,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1070.0,961.01,1050.59,976.4298958333334,72.42232776524331,9.071231766612643,Furnace
2024-03-02 05:00:00,67.04,69.42,18.08,0.674,453.22,203.1,34.99,63.02,1120.6933,5,0,5,2,3,2024,1,0,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,750.02,903.66,848.65,971.9517010416666,78.11131094164374,16.716785501193314,Furnace
2024-03-05 13:00:00,117.9,100.0,22.06,1.0,705.39,272.33,39.5,66.03,1083.25,13,0,1,5,3,2024,0,1,-0.2588190451025208,-0.9659258262890684,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,1062.75,960.09,1119.39,898.2930552083334,94.75141827877904,9.187871077184054,Furnace
2024-03-06 00:00:00,114.91,98.72,20.14,0.985,706.57,265.05,41.48,72.32,1085.41,0,0,2,6,3,2024,0,1,0.0,1.0,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,1052.37,946.74,857.66,900.9308677083332,97.7922435496279,9.445740144460883,Furnace
2024-03-06 12:00:00,116.17,100.0,21.65,0.998,709.07,269.24,42.09,61.79,1082.2,12,0,2,6,3,2024,0,1,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,999.83,903.51,895.38,915.9733333333334,94.25579302779413,9.315658087285874,Furnace
2024-03-07 00:00:00,116.72,100.0,19.97,1.0,710.79,270.59,41.73,61.42,1084.53,0,0,3,7,3,2024,0,1,0.0,1.0,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,1047.25,916.16,858.66,935.083125,89.03086040141275,9.291723783413296,Furnace
2024-03-07 13:00:00,121.22,90.65,21.01,0.9,731.67,251.82,40.12,59.25,1082.85,13,0,3,7,3,2024,0,1,-0.2588190451025208,-0.9659258262890684,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,1068.51,961.47,843.51,952.2741666666666,83.80892661495483,8.932931859429136,Furnace
2024-03-07 23:00:00,119.49,100.0,19.88,0.954,725.0,267.81,39.23,53.43,1085.48,23,0,3,7,3,2024,0,1,-0.2588190451025215,0.965925826289068,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,1004.03,865.92,881.92,965.7698958333334,72.11711672863913,9.084274834714202,Furnace
2024-03-08 11:00:00,117.58,98.06,24.69,0.957,704.83,268.09,46.55,59.44,1078.92,11,0,4,8,3,2024,0,1,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1008.8,972.36,1034.24,966.1321875,73.74298451132911,9.176050348698759,Furnace
2024-03-13 01:00:00,120.34,96.3,25.11,1.0,744.49,262.4,45.12,58.87,1110.89,1,0,2,13,3,2024,0,1,0.2588190451025207,0.9659258262890684,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,1057.95,997.36,900.87,902.6145833333334,98.81461178885738,9.231261425959781,Furnace
2024-03-13 11:00:00,119.83,100.0,21.13,1.0,721.45,261.25,36.82,60.83,1080.34,11,0,2,13,3,2024,0,1,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,1052.31,858.11,891.64,916.0769791666668,96.24587542899906,9.015605441041474,Furnace
2024-03-15 13:00:00,118.35,100.0,20.36,0.94,714.11,279.67,33.31,58.14,1085.23,13,0,4,15,3,2024,0,1,-0.2588190451025208,-0.9659258262890684,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1075.34,931.7,1033.11,969.4752083333332,66.47185400372824,9.16966624419096,Furnace
2024-03-18 13:00:00,116.23,100.0,22.81,1.0,714.76,269.06,39.39,59.24,1082.44,13,0,0,18,3,2024,0,1,-0.2588190451025208,-0.9659258262890684,0.0,1.0,1.0,6.123233995736766e-17,1049.03,955.27,1026.29,891.063125,101.77434825516389,9.312914049728986,Furnace
2024-03-20 01:00:00,119.38,95.26,22.24,0.871,718.08,259.76,38.2,65.64,1081.68,1,0,2,20,3,2024,0,1,0.2588190451025207,0.9659258262890684,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,1064.51,949.89,890.47,896.9977083333333,106.93353684444187,9.060814206734797,Furnace
2024-03-21 08:00:00,96.9,94.51,24.99,0.991,603.67,254.83,49.1,51.43,1120.6933,8,0,3,21,3,2024,0,1,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,880.72,928.11,810.22,947.8792010416664,90.14473382730688,11.56546233230134,Furnace
2024-03-22 00:00:00,117.49,100.0,22.1,1.0,711.21,269.4,41.89,60.29,1082.79,0,0,4,22,3,2024,0,1,0.0,1.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1045.77,925.68,1077.16,973.2585760416669,72.67308314088879,9.216018384543366,Furnace
2024-03-22 13:00:00,125.54,100.0,22.73,1.0,754.82,264.41,34.96,69.9,1120.6933,13,0,4,22,3,2024,0,1,-0.2588190451025208,-0.9659258262890684,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,995.9,952.62,1082.44,972.16475625,72.9401347426405,8.926981838457861,Furnace
2024-03-28 12:00:00,116.51,97.5,26.99,0.95,708.57,268.14,50.77,61.88,1089.36,12,0,3,28,3,2024,0,1,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,1052.53,894.09,858.81,954.8511458333334,80.75631994000456,9.34992704488885,Furnace
2024-03-29 12:00:00,115.09,100.0,26.97,0.98,708.08,263.52,50.03,66.53,1088.17,12,0,4,29,3,2024,0,1,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1036.05,998.95,1048.79,971.4435416666666,66.96947320241475,9.454948301329395,Furnace
2024-04-01 01:00:00,119.12,100.0,24.22,0.997,715.85,258.32,50.89,64.89,1089.95,1,0,0,1,4,2024,0,1,0.2588190451025207,0.9659258262890684,0.0,1.0,0.8660254037844387,-0.4999999999999998,1004.48,798.77,1066.66,896.6658333333335,99.62400077202682,9.150016789791806,Furnace
2024-04-02 23:00:00,116.15,100.0,24.97,0.904,719.21,269.53,46.0,54.03,1088.77,23,0,1,2,4,2024,0,1,-0.2588190451025215,0.965925826289068,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,1003.51,869.7,1048.03,896.9925,99.01487058969968,9.373826947912182,Furnace
2024-04-03 10:00:00,115.41,100.0,27.8,1.0,694.98,274.63,57.54,67.29,1094.43,10,0,2,3,4,2024,0,1,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.8660254037844387,-0.4999999999999998,981.31,889.63,810.67,915.5516666666668,95.72314232274552,9.48297374577593,Furnace
2024-04-03 12:00:00,121.47,100.0,25.41,1.0,725.51,280.05,48.98,58.56,1113.1,12,0,2,3,4,2024,0,1,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143,0.8660254037844387,-0.4999999999999998,1018.12,916.51,884.82,919.7436458333332,97.9939663139351,9.163579484646414,Furnace
2024-04-05 12:00:00,115.34,99.61,26.96,0.979,696.66,272.25,55.77,69.06,1093.74,12,0,4,5,4,2024,0,1,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,1065.82,907.06,1068.77,973.9419791666668,69.07848682735963,9.482746662042656,Furnace
2024-04-08 00:00:00,117.73,99.03,28.64,1.0,703.12,276.95,52.5,65.12,1097.7,0,0,0,8,4,2024,0,1,0.0,1.0,0.0,1.0,0.8660254037844387,-0.4999999999999998,905.18,796.62,1074.49,903.6042708333334,93.883809430312,9.3238766669498,Furnace
2024-04-08 11:00:00,117.44,100.0,28.54,1.0,700.69,280.46,49.94,64.86,1095.96,11,0,0,8,4,2024,0,1,0.258819045102521,-0.9659258262890682,0.0,1.0,0.8660254037844387,-0.4999999999999998,990.23,927.65,1042.47,903.480625,95.00812945618588,9.332084468664851,Furnace
2024-04-08 13:00:00,119.13,100.0,24.85,1.0,719.28,271.29,43.29,62.61,1096.46,13,0,0,8,4,2024,0,1,-0.2588190451025208,-0.9659258262890684,0.0,1.0,0.8660254037844387,-0.4999999999999998,1062.46,946.85,1050.67,903.8957291666666,95.76053299487704,9.20389490472593,Furnace
2024-04-08 23:00:00,118.78,92.68,24.66,1.0,721.67,264.23,45.16,52.95,1084.01,23,0,0,8,4,2024,0,1,-0.2588190451025215,0.965925826289068,0.0,1.0,0.8660254037844387,-0.4999999999999998,1042.08,890.03,1043.75,905.1354166666666,96.6232708803332,9.126199696918674,Furnace
2024-04-09 13:00:00,117.13,100.0,25.01,0.953,700.42,270.59,48.27,65.39,1084.67,13,0,1,9,4,2024,0,1,-0.2588190451025208,-0.9659258262890684,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,1036.83,951.72,1037.7,902.3878125,93.6432237265544,9.260394433535389,Furnace
2024-04-11 13:00:00,116.29,100.0,22.92,1.0,712.28,276.64,36.48,56.96,1082.37,13,0,3,11,4,2024,0,1,-0.2588190451025208,-0.9659258262890684,0.4338837391175582,-0.900968867902419,0.8660254037844387,-0.4999999999999998,1035.44,962.63,889.59,956.4094791666666,87.90741354725562,9.30750709433313,Furnace
2024-04-12 23:00:00,122.45,98.28,26.31,0.979,721.14,269.03,50.2,55.7,1096.06,23,0,4,12,4,2024,0,1,-0.2588190451025215,0.965925826289068,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,1034.14,895.58,1084.01,974.4725,69.35091230758955,8.951082074316046,Furnace
2024-04-15 00:00:00,115.7,100.0,26.99,0.94,712.24,271.57,47.89,57.33,1089.03,0,0,0,15,4,2024,0,1,0.0,1.0,0.0,1.0,0.8660254037844387,-0.4999999999999998,854.32,818.43,1024.75,902.9870833333334,101.51636164643584,9.412532411408815,Furnace
2024-04-15 01:00:00,124.93,100.0,27.4,0.946,736.93,273.92,48.96,66.42,1120.6933,1,0,0,15,4,2024,0,1,0.2588190451025207,0.9659258262890684,0.0,1.0,0.8660254037844387,-0.4999999999999998,1089.03,784.01,1070.67,903.508159375,102.50964935703234,8.970569919154725,Furnace
2024-04-16 00:00:00,124.71,97.39,25.08,0.949,750.67,248.49,47.54,65.36,1112.05,0,0,1,16,4,2024,0,1,0.0,1.0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,1027.74,918.95,1060.33,902.9801385416666,101.06443676632924,8.91708764333253,Furnace
2024-04-16 15:00:00,103.7,87.86,27.44,0.909,637.31,253.36,51.12,63.49,1120.6933,15,0,1,16,4,2024,0,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,1037.93,1053.32,920.66,903.13975625,102.30412565514692,10.807071359691417,Furnace
2024-04-17 11:00:00,120.02,100.0,28.91,1.0,711.7,267.69,47.89,58.57,1085.86,11,0,2,17,4,2024,0,1,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.8660254037844387,-0.4999999999999998,1032.66,877.67,883.94,920.7942354166668,101.23470007232416,9.04732544575904,Furnace
2024-04-18 00:00:00,114.83,100.0,27.32,0.965,707.43,279.26,51.12,60.8,1098.61,0,0,3,18,4,2024,0,1,0.0,1.0,0.4338837391175582,-0.900968867902419,0.8660254037844387,-0.4999999999999998,1062.52,921.23,873.65,942.48944375,96.86000555506558,9.567273360620046,Furnace
2024-04-19 01:00:00,113.32,100.0,30.52,0.979,691.17,277.32,56.58,62.12,1087.2,1,0,4,19,4,2024,0,1,0.2588190451025207,0.9659258262890684,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,1058.58,971.21,1120.6933,977.4932635416666,71.18425466118127,9.594069890575362,Furnace
2024-04-19 23:00:00,114.58,96.24,28.01,0.983,706.55,264.88,50.29,65.83,1087.55,23,0,4,19,4,2024,0,1,-0.2588190451025215,0.965925826289068,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,992.24,903.51,1027.74,980.066284375,71.22369420779754,9.491621574445801,Furnace
2024-04-22 00:00:00,118.03,100.0,25.54,0.973,704.02,268.27,42.48,74.43,1089.2,0,0,0,22,4,2024,0,1,0.0,1.0,0.0,1.0,0.8660254037844387,-0.4999999999999998,829.78,787.93,1098.61,901.1819791666668,100.20330598201828,9.228162331610609,Furnace
2024-04-22 11:00:00,118.31,97.24,30.42,0.977,711.56,268.15,60.07,53.02,1092.79,11,0,0,22,4,2024,0,1,0.258819045102521,-0.9659258262890682,0.0,1.0,0.8660254037844387,-0.4999999999999998,1037.69,954.9,1051.68,901.4195833333334,100.64460742650446,9.23666638492097,Furnace
2024-04-22 12:00:00,116.55,100.0,30.85,0.935,710.81,272.33,55.39,52.29,1090.82,12,0,0,22,4,2024,0,1,1.2246467991473532e-16,-1.0,0.0,1.0,0.8660254037844387,-0.4999999999999998,1092.79,982.02,1052.82,901.8154166666668,101.31879886790604,9.35924495924496,Furnace
2024-04-22 13:00:00,117.35,100.0,28.3,0.993,712.51,271.28,53.17,66.21,1103.17,13,0,0,22,4,2024,0,1,-0.2588190451025208,-0.9659258262890684,0.0,1.0,0.8660254037844387,-0.4999999999999998,1090.82,952.87,1078.0,902.0776041666668,101.81089110125328,9.4006817213464,Furnace
2024-04-22 23:00:00,119.12,98.94,26.71,1.0,712.93,263.33,49.17,59.0,1084.44,23,0,0,22,4,2024,0,1,-0.2588190451025215,0.965925826289068,0.0,1.0,0.8660254037844387,-0.4999999999999998,1014.77,922.49,1055.58,904.4091666666668,103.80769230869288,9.103760913364674,Furnace
2024-04-23 11:00:00,118.92,97.06,27.64,0.917,712.59,260.9,51.8,58.12,1083.41,11,0,1,23,4,2024,0,1,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,1009.65,866.02,1044.85,902.9259375,102.74542197078205,9.110410359905819,Furnace
2024-04-23 12:00:00,122.85,98.46,27.62,0.953,753.13,261.92,50.66,58.19,1120.6933,12,0,1,23,4,2024,0,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,1083.41,988.5,1072.8,903.4248260416666,103.69086639759632,9.122452584452585,Furnace
2024-04-23 22:00:00,115.45,100.0,27.55,0.982,696.25,271.4,49.99,61.55,1079.19,22,0,1,23,4,2024,0,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,971.29,891.06,992.24,904.8910760416668,105.5690635296328,9.347682979644867,Furnace
2024-04-24 12:00:00,116.55,100.0,27.93,0.926,700.73,273.91,49.65,59.86,1084.15,12,0,2,24,4,2024,0,1,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143,0.8660254037844387,-0.4999999999999998,1015.19,878.0,880.4,926.8302427083336,103.36588074363765,9.302016302016304,Furnace
2024-04-24 23:00:00,115.48,96.32,29.3,0.982,698.43,273.93,47.25,61.29,1080.91,23,0,2,24,4,2024,0,1,-0.2588190451025215,0.965925826289068,0.9749279121818236,-0.2225209339563143,0.8660254037844387,-0.4999999999999998,1006.69,887.65,851.72,944.330346875,97.76132495846905,9.360148943540008,Furnace
2024-04-25 00:00:00,117.52,100.0,27.98,1.0,705.73,273.41,55.6,70.12,1104.85,0,0,3,25,4,2024,0,1,0.0,1.0,0.4338837391175582,-0.900968867902419,0.8660254037844387,-0.4999999999999998,1080.91,917.7,899.4,946.4704510416668,99.00820917816456,9.401378488767868,Furnace
2024-04-25 12:00:00,114.29,94.0,30.69,0.87,702.5,260.47,60.97,56.91,1080.84,12,0,3,25,4,2024,0,1,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,0.8660254037844387,-0.4999999999999998,1038.51,911.77,904.67,966.271909375,86.64639253479629,9.456995362673899,Furnace
2024-04-26 12:00:00,117.29,100.0,28.8,1.0,705.7,260.18,49.78,66.76,1082.42,12,0,4,26,4,2024,0,1,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,1040.96,941.04,1090.82,982.5755552083332,68.34329649800343,9.228578736465172,Furnace
