Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,timestamp,hour,dayofweek,is_weekend,month,usage_lag_1step,usage_lag_1day,usage_roll_mean_1day
129.31,61.16,0.0,0.0,90.4,100.0,57600,Weekday,Tuesday,Medium_Load,2018-01-02 16:00:00,16,1,0,1,116.53,3.96,28.6576296875
129.37415,56.77,0.0,0.0,92.33,100.0,58500,Weekday,Tuesday,Medium_Load,2018-01-02 16:15:00,16,1,0,1,129.31,4.0,29.96361041666667
129.37415,65.27,0.0,0.0,91.44,100.0,60300,Weekday,Tuesday,Medium_Load,2018-01-02 16:45:00,16,1,0,1,85.72,4.07,32.124278645833336
115.78,50.04,0.0,0.0,91.79,100.0,63000,Weekday,Tuesday,Maximum_Load,2018-01-02 17:30:00,17,1,0,1,67.25,4.1,34.816882812500005
113.11,34.63,0.0,0.0,95.62,100.0,63900,Weekday,Tuesday,Maximum_Load,2018-01-02 17:45:00,17,1,0,1,115.78,3.6,35.95761197916667
109.48,53.32,0.0,0.05,89.9,100.0,31500,Weekday,Wednesday,Light_Load,2018-01-03 08:45:00,8,2,0,1,74.59,52.06,41.808445312500005
105.08,31.82,0.0,0.05,95.71,100.0,32400,Weekday,Wednesday,Light_Load,2018-01-03 09:00:00,9,2,0,1,109.48,56.2,42.31761197916666
121.79,41.26,0.0,0.06,94.71,100.0,33300,Weekday,Wednesday,Medium_Load,2018-01-03 09:15:00,9,2,0,1,105.08,56.84,42.99417447916667
114.48,30.24,0.0,0.05,96.68,100.0,34200,Weekday,Wednesday,Medium_Load,2018-01-03 09:30:00,9,2,0,1,121.79,51.26,43.65271614583333
116.53,41.9,0.0,0.05,94.1,100.0,59400,Weekday,Wednesday,Medium_Load,2018-01-03 16:30:00,16,2,0,1,85.0,85.72,35.6686890625
118.62,39.06,0.0,0.05,94.98,100.0,60300,Weekday,Wednesday,Medium_Load,2018-01-03 16:45:00,16,2,0,1,116.53,129.37415,35.556666666666665
105.05,35.64,0.0,0.05,94.7,100.0,61200,Weekday,Wednesday,Medium_Load,2018-01-03 17:00:00,17,2,0,1,118.62,86.94,35.745312500000004
129.37415,52.96,0.0,0.06,93.57,100.0,62100,Weekday,Wednesday,Maximum_Load,2018-01-03 17:15:00,17,2,0,1,105.05,67.25,36.3924390625
114.01,41.15,0.0,0.05,94.06,100.0,63000,Weekday,Wednesday,Maximum_Load,2018-01-03 17:30:00,17,2,0,1,129.37415,115.78,36.3740015625
125.96,39.2,0.0,0.06,95.48,100.0,63900,Weekday,Wednesday,Maximum_Load,2018-01-03 17:45:00,17,2,0,1,114.01,113.11,36.50785572916666
129.37415,74.88,0.0,0.06,87.63,100.0,30600,Weekday,Thursday,Light_Load,2018-01-04 08:30:00,8,3,0,1,83.23,74.59,38.00539895833334
108.29,75.82,0.0,0.05,81.92,100.0,31500,Weekday,Thursday,Light_Load,2018-01-04 08:45:00,8,3,0,1,129.37415,109.48,37.993003125
129.37415,53.6,0.0,0.06,92.57,100.0,32400,Weekday,Thursday,Light_Load,2018-01-04 09:00:00,9,3,0,1,108.29,105.08,38.2460671875
129.37415,56.7,0.0,0.06,92.3,100.0,33300,Weekday,Thursday,Medium_Load,2018-01-04 09:15:00,9,3,0,1,129.37415,121.79,38.32506875
128.02,46.22,0.0,0.06,94.06,100.0,34200,Weekday,Thursday,Medium_Load,2018-01-04 09:30:00,9,3,0,1,129.37415,114.48,38.46611041666667
129.37415,53.53,0.0,0.06,92.75,100.0,35100,Weekday,Thursday,Medium_Load,2018-01-04 09:45:00,9,3,0,1,128.02,74.2,39.04084114583333
111.49,39.17,0.0,0.05,94.35,100.0,36000,Weekday,Thursday,Medium_Load,2018-01-04 10:00:00,10,3,0,1,129.37415,54.32,39.63636197916667
124.78,38.95,0.0,0.06,95.46,100.0,36900,Weekday,Thursday,Maximum_Load,2018-01-04 10:15:00,10,3,0,1,111.49,75.17,40.1531328125
128.81,41.04,0.0,0.06,95.28,100.0,38700,Weekday,Thursday,Maximum_Load,2018-01-04 10:45:00,10,3,0,1,96.66,67.03,41.19865364583334
104.8,59.04,0.0,0.05,87.13,100.0,40500,Weekday,Thursday,Maximum_Load,2018-01-04 11:15:00,11,3,0,1,78.37,57.56,41.73011197916667
129.37415,61.2,0.0,0.06,90.7,100.0,41400,Weekday,Thursday,Maximum_Load,2018-01-04 11:30:00,11,3,0,1,104.8,78.62,42.258801041666665
113.11,60.19,0.0,0.05,88.28,100.0,42300,Weekday,Thursday,Maximum_Load,2018-01-04 11:45:00,11,3,0,1,129.37415,69.16,42.71661354166667
128.05,60.55,0.0,0.06,90.4,100.0,43200,Weekday,Thursday,Maximum_Load,2018-01-04 12:00:00,12,3,0,1,113.11,74.05,43.27911354166667
129.37415,51.95,0.0,0.06,93.37,100.0,48600,Weekday,Thursday,Medium_Load,2018-01-04 13:30:00,13,3,0,1,78.37,52.7,44.37405260416667
105.12,33.66,0.0,0.05,95.24,100.0,49500,Weekday,Thursday,Medium_Load,2018-01-04 13:45:00,13,3,0,1,129.37415,55.84,44.8873859375
120.6,41.4,0.0,0.06,94.58,100.0,50400,Weekday,Thursday,Medium_Load,2018-01-04 14:00:00,14,3,0,1,105.12,57.2,45.54780260416667
117.97,41.72,0.0,0.05,94.28,100.0,51300,Weekday,Thursday,Medium_Load,2018-01-04 14:15:00,14,3,0,1,120.6,76.57,45.97905260416667
121.93,43.56,0.0,0.06,94.17,100.0,52200,Weekday,Thursday,Medium_Load,2018-01-04 14:30:00,14,3,0,1,117.97,61.13,46.6123859375
121.07,44.35,0.0,0.06,93.9,100.0,53100,Weekday,Thursday,Medium_Load,2018-01-04 14:45:00,14,3,0,1,121.93,66.74,47.178323437500005
115.42,38.45,0.0,0.05,94.87,100.0,54000,Weekday,Thursday,Medium_Load,2018-01-04 15:00:00,15,3,0,1,121.07,55.8,47.79936510416667
115.49,41.15,0.0,0.05,94.2,100.0,54900,Weekday,Thursday,Medium_Load,2018-01-04 15:15:00,15,3,0,1,115.42,57.46,48.40384427083333
101.92,39.06,0.0,0.05,93.38,100.0,55800,Weekday,Thursday,Medium_Load,2018-01-04 15:30:00,15,3,0,1,115.49,71.28,48.7230109375
129.37415,51.8,0.0,0.06,93.63,100.0,56700,Weekday,Thursday,Medium_Load,2018-01-04 15:45:00,15,3,0,1,101.92,73.15,49.30867916666667
118.94,49.97,0.0,0.05,92.19,100.0,57600,Weekday,Thursday,Medium_Load,2018-01-04 16:00:00,16,3,0,1,129.37415,68.98,49.82909583333333
129.37415,54.94,0.0,0.07,93.45,100.0,58500,Weekday,Thursday,Medium_Load,2018-01-04 16:15:00,16,3,0,1,118.94,85.0,50.2913265625
119.99,38.99,0.0,0.06,95.1,100.0,60300,Weekday,Thursday,Medium_Load,2018-01-04 16:45:00,16,3,0,1,88.27,118.62,50.011222395833336
129.37415,43.88,0.0,0.06,94.79,100.0,62100,Weekday,Thursday,Maximum_Load,2018-01-04 17:15:00,17,3,0,1,97.63,129.37415,49.93393072916667
122.04,51.44,0.0,0.06,92.15,100.0,63000,Weekday,Thursday,Maximum_Load,2018-01-04 17:30:00,17,3,0,1,129.37415,114.01,50.0175765625
117.61,66.56,0.0,0.05,87.03,100.0,30600,Weekday,Friday,Light_Load,2018-01-05 08:30:00,8,4,0,1,72.14,129.37415,51.06086666666667
129.37415,59.44,0.0,0.06,91.68,100.0,32400,Weekday,Friday,Light_Load,2018-01-05 09:00:00,9,4,0,1,98.71,129.37415,50.961075
120.71,36.47,0.0,0.06,95.73,100.0,33300,Weekday,Friday,Medium_Load,2018-01-05 09:15:00,9,4,0,1,129.37415,129.37415,50.8708234375
114.7,39.02,0.0,0.05,94.67,100.0,35100,Weekday,Friday,Medium_Load,2018-01-05 09:45:00,9,4,0,1,94.82,129.37415,50.372134375
129.37415,45.47,0.0,0.06,94.56,100.0,36000,Weekday,Friday,Medium_Load,2018-01-05 10:00:00,10,4,0,1,114.7,111.49,50.55842760416667
128.56,45.4,0.0,0.06,94.29,100.0,37800,Weekday,Friday,Maximum_Load,2018-01-05 10:30:00,10,4,0,1,77.08,96.66,50.39384427083334
129.37415,46.04,0.0,0.06,94.46,100.0,38700,Weekday,Friday,Maximum_Load,2018-01-05 10:45:00,10,4,0,1,128.56,128.81,50.39972083333333
114.3,43.81,0.0,0.05,93.38,100.0,39600,Weekday,Friday,Maximum_Load,2018-01-05 11:00:00,11,4,0,1,129.37415,78.37,50.77399166666667
129.37415,63.86,0.0,0.06,89.74,100.0,40500,Weekday,Friday,Maximum_Load,2018-01-05 11:15:00,11,4,0,1,114.3,104.8,51.02997239583333
120.28,65.99,0.0,0.06,87.67,100.0,41400,Weekday,Friday,Maximum_Load,2018-01-05 11:30:00,11,4,0,1,129.37415,129.37415,50.93524166666666
129.37415,63.79,0.0,0.06,89.78,100.0,42300,Weekday,Friday,Maximum_Load,2018-01-05 11:45:00,11,4,0,1,120.28,113.11,51.10465989583333
124.63,41.83,0.0,0.06,94.8,100.0,48600,Weekday,Friday,Medium_Load,2018-01-05 13:30:00,13,4,0,1,50.08,129.37415,50.41149166666667
114.05,36.43,0.0,0.05,95.26,100.0,49500,Weekday,Friday,Medium_Load,2018-01-05 13:45:00,13,4,0,1,124.63,105.12,50.5045125
129.37415,59.04,0.0,0.06,91.31,100.0,53100,Weekday,Friday,Medium_Load,2018-01-05 14:45:00,14,4,0,1,87.05,121.07,49.22497239583333
129.37415,56.52,0.0,0.06,91.69,100.0,55800,Weekday,Friday,Medium_Load,2018-01-05 15:30:00,15,4,0,1,96.84,101.92,48.965640625
129.37415,66.92,0.0,0.07,90.94,100.0,57600,Weekday,Friday,Medium_Load,2018-01-05 16:00:00,16,4,0,1,92.95,118.94,48.69491145833333
129.37415,60.62,0.0,0.06,90.59,100.0,59400,Weekday,Friday,Medium_Load,2018-01-05 16:30:00,16,4,0,1,98.5,88.27,48.80147395833333
121.07,44.93,0.0,0.06,93.75,100.0,60300,Weekday,Friday,Medium_Load,2018-01-05 16:45:00,16,4,0,1,129.37415,119.99,48.81272395833333
129.37415,66.35,0.0,0.07,91.01,100.0,62100,Weekday,Friday,Maximum_Load,2018-01-05 17:15:00,17,4,0,1,69.8,129.37415,48.522828125
117.68,51.98,0.0,0.05,91.47,100.0,63000,Weekday,Friday,Maximum_Load,2018-01-05 17:30:00,17,4,0,1,129.37415,122.04,48.477411458333336
129.37415,77.8,0.0,0.06,85.9,100.0,30600,Weekday,Monday,Light_Load,2018-01-08 08:30:00,8,0,0,1,49.93,3.35,5.560147395833333
114.95,42.34,0.0,0.05,93.84,100.0,32400,Weekday,Monday,Light_Load,2018-01-08 09:00:00,9,0,0,1,81.36,4.14,7.527751562500001
108.04,30.56,0.0,0.05,96.22,100.0,33300,Weekday,Monday,Medium_Load,2018-01-08 09:15:00,9,0,0,1,114.95,3.56,8.616084895833334
129.37415,51.37,0.0,0.06,93.56,100.0,35100,Weekday,Monday,Medium_Load,2018-01-08 09:45:00,9,0,0,1,95.26,4.1,10.874669791666667
108.97,47.23,0.0,0.05,91.75,100.0,36000,Weekday,Monday,Medium_Load,2018-01-08 10:00:00,10,0,0,1,129.37415,3.56,11.972690625
129.37415,55.8,0.0,0.06,92.42,100.0,36900,Weekday,Monday,Maximum_Load,2018-01-08 10:15:00,10,0,0,1,108.97,3.82,13.280546354166669
107.14,45.07,0.0,0.05,92.18,100.0,37800,Weekday,Monday,Maximum_Load,2018-01-08 10:30:00,10,0,0,1,129.37415,3.96,14.355338020833337
129.37415,58.9,0.0,0.06,92.11,100.0,38700,Weekday,Monday,Maximum_Load,2018-01-08 10:45:00,10,0,0,1,107.14,3.56,15.665902083333334
129.37415,74.63,0.0,0.06,88.02,100.0,40500,Weekday,Monday,Maximum_Load,2018-01-08 11:15:00,11,0,0,1,95.08,3.64,17.925216145833335
125.46,70.7,0.0,0.06,87.12,100.0,41400,Weekday,Monday,Maximum_Load,2018-01-08 11:30:00,11,0,0,1,129.37415,3.42,19.19646614583333
116.24,65.95,0.0,0.05,86.98,100.0,42300,Weekday,Monday,Maximum_Load,2018-01-08 11:45:00,11,0,0,1,125.46,3.82,20.3675078125
120.02,65.63,0.0,0.06,87.74,100.0,43200,Weekday,Monday,Maximum_Load,2018-01-08 12:00:00,12,0,0,1,116.24,3.64,21.579799479166667
111.85,55.62,0.0,0.05,89.54,100.0,49500,Weekday,Monday,Medium_Load,2018-01-08 13:45:00,13,0,0,1,76.14,3.56,24.25802864583333
121.07,53.42,0.0,0.06,91.49,100.0,50400,Weekday,Monday,Medium_Load,2018-01-08 14:00:00,14,0,0,1,111.85,4.21,25.475320312500003
108.14,45.68,0.0,0.05,92.12,100.0,52200,Weekday,Monday,Medium_Load,2018-01-08 14:30:00,14,0,0,1,95.04,3.56,27.5171953125
111.89,43.13,0.0,0.05,93.31,100.0,54900,Weekday,Monday,Medium_Load,2018-01-08 15:15:00,15,0,0,1,83.84,3.6,30.407716145833334
111.02,44.14,0.0,0.05,92.92,100.0,55800,Weekday,Monday,Medium_Load,2018-01-08 15:30:00,15,0,0,1,111.89,4.18,31.5206328125
126.43,56.84,0.0,0.06,91.21,100.0,56700,Weekday,Monday,Medium_Load,2018-01-08 15:45:00,15,0,0,1,111.02,3.6,32.800111979166665
112.68,49.79,0.0,0.05,91.47,100.0,57600,Weekday,Monday,Medium_Load,2018-01-08 16:00:00,16,0,0,1,126.43,3.64,33.9359453125
129.37415,53.93,0.0,0.06,93.05,100.0,60300,Weekday,Monday,Medium_Load,2018-01-08 16:45:00,16,0,0,1,96.88,3.53,37.032238541666665
100.58,36.29,0.0,0.05,94.06,100.0,61200,Weekday,Monday,Medium_Load,2018-01-08 17:00:00,17,0,0,1,129.37415,4.14,38.036821875
129.37415,49.21,0.0,0.06,93.66,100.0,62100,Weekday,Monday,Maximum_Load,2018-01-08 17:15:00,17,0,0,1,100.58,3.56,39.3473859375
101.66,29.59,0.0,0.05,96.02,100.0,63000,Weekday,Monday,Maximum_Load,2018-01-08 17:30:00,17,0,0,1,129.37415,3.64,40.36842760416666
129.35,72.29,0.0,0.06,87.29,100.0,66600,Weekday,Monday,Maximum_Load,2018-01-08 18:30:00,18,0,0,1,74.02,3.96,43.07301093750001
126.97,57.35,0.0,0.06,91.13,100.0,67500,Weekday,Monday,Maximum_Load,2018-01-08 18:45:00,18,0,0,1,129.35,3.56,44.35853177083333
117.14,46.3,0.0,0.05,93.0,100.0,68400,Weekday,Monday,Maximum_Load,2018-01-08 19:00:00,19,0,0,1,126.97,3.56,45.541656770833335
129.37415,64.3,0.0,0.07,91.29,100.0,70200,Weekday,Monday,Maximum_Load,2018-01-08 19:30:00,19,0,0,1,70.74,3.56,47.54670000000001
107.89,46.94,0.0,0.05,91.7,100.0,71100,Weekday,Monday,Maximum_Load,2018-01-08 19:45:00,19,0,0,1,129.37415,3.67,48.632325
129.37415,61.74,0.0,0.07,92.04,100.0,72000,Weekday,Monday,Maximum_Load,2018-01-08 20:00:00,20,0,0,1,107.89,4.07,49.937576562500006
103.43,40.9,0.0,0.05,92.99,100.0,72900,Weekday,Monday,Medium_Load,2018-01-08 20:15:00,20,0,0,1,129.37415,3.6,50.97747239583333
129.37415,46.22,0.0,0.06,94.59,100.0,73800,Weekday,Monday,Medium_Load,2018-01-08 20:30:00,20,0,0,1,103.43,3.74,52.28616145833334
109.33,40.28,0.0,0.05,93.83,100.0,74700,Weekday,Monday,Medium_Load,2018-01-08 20:45:00,20,0,0,1,129.37415,4.0,53.383348958333336
99.43,59.69,0.0,0.05,85.74,100.0,29700,Weekday,Tuesday,Light_Load,2018-01-09 08:15:00,8,1,0,1,37.8,49.93,55.75699479166667
102.71,66.67,0.0,0.05,83.88,100.0,31500,Weekday,Tuesday,Light_Load,2018-01-09 08:45:00,8,1,0,1,83.74,81.36,55.504034895833335
128.38,51.88,0.0,0.06,92.72,100.0,32400,Weekday,Tuesday,Light_Load,2018-01-09 09:00:00,9,1,0,1,102.71,114.95,55.64393072916667
123.19,57.46,0.0,0.06,90.63,100.0,33300,Weekday,Tuesday,Medium_Load,2018-01-09 09:15:00,9,1,0,1,128.38,108.04,55.80174322916667
129.37415,50.94,0.0,0.06,93.38,100.0,34200,Weekday,Tuesday,Medium_Load,2018-01-09 09:30:00,9,1,0,1,123.19,95.26,56.157098958333336
105.66,33.44,0.0,0.05,95.34,100.0,35100,Weekday,Tuesday,Medium_Load,2018-01-09 09:45:00,9,1,0,1,129.37415,129.37415,55.9100765625
129.37415,48.02,0.0,0.06,93.98,100.0,36000,Weekday,Tuesday,Medium_Load,2018-01-09 10:00:00,10,1,0,1,105.66,108.97,56.122619791666665
106.42,33.55,0.0,0.05,95.37,100.0,36900,Weekday,Tuesday,Maximum_Load,2018-01-09 10:15:00,10,1,0,1,129.37415,129.37415,55.883514062500005
120.02,48.74,0.0,0.06,92.65,100.0,37800,Weekday,Tuesday,Maximum_Load,2018-01-09 10:30:00,10,1,0,1,106.42,107.14,56.01768072916667
128.81,45.83,0.0,0.06,94.21,100.0,38700,Weekday,Tuesday,Maximum_Load,2018-01-09 10:45:00,10,1,0,1,120.02,129.37415,56.01180416666667
116.68,43.74,0.0,0.05,93.64,100.0,39600,Weekday,Tuesday,Maximum_Load,2018-01-09 11:00:00,11,1,0,1,128.81,95.08,56.236804166666666
129.37415,70.96,0.0,0.06,88.68,100.0,40500,Weekday,Tuesday,Maximum_Load,2018-01-09 11:15:00,11,1,0,1,116.68,129.37415,56.236804166666666
106.49,55.62,0.0,0.05,88.64,100.0,41400,Weekday,Tuesday,Maximum_Load,2018-01-09 11:30:00,11,1,0,1,129.37415,125.46,56.0392
125.71,66.31,0.0,0.06,88.45,100.0,42300,Weekday,Tuesday,Maximum_Load,2018-01-09 11:45:00,11,1,0,1,106.49,116.24,56.13784583333334
107.64,50.11,0.0,0.05,90.66,100.0,43200,Weekday,Tuesday,Maximum_Load,2018-01-09 12:00:00,12,1,0,1,125.71,120.02,56.00888749999999
129.37415,50.94,0.0,0.06,93.7,100.0,48600,Weekday,Tuesday,Medium_Load,2018-01-09 13:30:00,13,1,0,1,84.92,76.14,56.93424322916667
103.64,33.88,0.0,0.05,95.05,100.0,49500,Weekday,Tuesday,Medium_Load,2018-01-09 13:45:00,13,1,0,1,129.37415,111.85,56.848722395833335
126.83,42.95,0.0,0.06,94.72,100.0,50400,Weekday,Tuesday,Medium_Load,2018-01-09 14:00:00,14,1,0,1,103.64,121.07,56.90872239583334
105.91,36.04,0.0,0.05,94.67,100.0,51300,Weekday,Tuesday,Medium_Load,2018-01-09 14:15:00,14,1,0,1,126.83,95.04,57.0219515625
127.73,45.54,0.0,0.06,94.19,100.0,52200,Weekday,Tuesday,Medium_Load,2018-01-09 14:30:00,14,1,0,1,105.91,108.14,57.22601406249999
106.99,34.78,0.0,0.05,95.1,100.0,53100,Weekday,Tuesday,Medium_Load,2018-01-09 14:45:00,14,1,0,1,127.73,93.17,57.36997239583334
124.92,40.39,0.0,0.06,95.15,100.0,54000,Weekday,Tuesday,Medium_Load,2018-01-09 15:00:00,15,1,0,1,106.99,83.84,57.79788906250001
112.03,37.55,0.0,0.05,94.82,100.0,56700,Weekday,Tuesday,Medium_Load,2018-01-09 15:45:00,15,1,0,1,71.14,126.43,56.76215989583334
123.3,49.03,0.0,0.06,92.92,100.0,57600,Weekday,Tuesday,Medium_Load,2018-01-09 16:00:00,16,1,0,1,112.03,112.68,56.87278489583334
110.05,34.24,0.0,0.05,95.49,100.0,58500,Weekday,Tuesday,Medium_Load,2018-01-09 16:15:00,16,1,0,1,123.3,82.22,57.16268072916666
127.48,46.48,0.0,0.06,93.95,100.0,59400,Weekday,Tuesday,Medium_Load,2018-01-09 16:30:00,16,1,0,1,110.05,96.88,57.48143072916667
105.84,34.52,0.0,0.05,95.07,100.0,60300,Weekday,Tuesday,Medium_Load,2018-01-09 16:45:00,16,1,0,1,127.48,129.37415,57.23628333333334
117.61,38.7,0.0,0.05,94.99,100.0,61200,Weekday,Tuesday,Medium_Load,2018-01-09 17:00:00,17,1,0,1,105.84,100.58,57.41367916666667
117.07,43.27,0.0,0.05,93.8,100.0,62100,Weekday,Tuesday,Maximum_Load,2018-01-09 17:15:00,17,1,0,1,117.61,129.37415,57.2855109375
117.58,41.0,0.0,0.05,94.42,100.0,63000,Weekday,Tuesday,Maximum_Load,2018-01-09 17:30:00,17,1,0,1,117.07,101.66,57.45134427083333
111.53,57.92,0.0,0.05,88.75,100.0,66600,Weekday,Tuesday,Maximum_Load,2018-01-09 18:30:00,18,1,0,1,77.8,129.35,57.286031770833326
121.36,49.25,0.0,0.06,92.66,100.0,67500,Weekday,Tuesday,Maximum_Load,2018-01-09 18:45:00,18,1,0,1,111.53,126.97,57.22759427083334
114.8,40.25,0.0,0.05,94.37,100.0,68400,Weekday,Tuesday,Maximum_Load,2018-01-09 19:00:00,19,1,0,1,121.36,117.14,57.20321927083334
103.68,33.34,0.0,0.05,95.2,100.0,69300,Weekday,Tuesday,Maximum_Load,2018-01-09 19:15:00,19,1,0,1,114.8,70.74,57.54634427083334
123.34,48.2,0.0,0.06,93.14,100.0,70200,Weekday,Tuesday,Maximum_Load,2018-01-09 19:30:00,19,1,0,1,103.68,129.37415,57.48348854166667
108.54,40.82,0.0,0.05,93.6,100.0,71100,Weekday,Tuesday,Maximum_Load,2018-01-09 19:45:00,19,1,0,1,123.34,107.89,57.490259375
113.0,36.83,0.0,0.05,95.08,100.0,72000,Weekday,Tuesday,Maximum_Load,2018-01-09 20:00:00,20,1,0,1,108.54,129.37415,57.3196953125
105.84,37.15,0.0,0.05,94.36,100.0,72900,Weekday,Tuesday,Medium_Load,2018-01-09 20:15:00,20,1,0,1,113.0,103.43,57.344799479166674
118.87,39.49,0.0,0.05,94.9,100.0,73800,Weekday,Tuesday,Medium_Load,2018-01-09 20:30:00,20,1,0,1,105.84,129.37415,57.23538125
99.72,25.88,0.0,0.05,96.79,100.0,74700,Weekday,Tuesday,Medium_Load,2018-01-09 20:45:00,20,1,0,1,118.87,109.33,57.135277083333335
107.64,63.65,0.0,0.05,86.08,100.0,30600,Weekday,Wednesday,Light_Load,2018-01-10 08:30:00,8,2,0,1,94.61,83.74,56.826318750000006
101.63,63.22,0.0,0.05,84.91,100.0,31500,Weekday,Wednesday,Light_Load,2018-01-10 08:45:00,8,2,0,1,107.64,102.71,56.81506875
124.31,50.26,0.0,0.06,92.71,100.0,32400,Weekday,Wednesday,Light_Load,2018-01-10 09:00:00,9,2,0,1,101.63,128.38,56.77267291666666
109.91,35.42,0.0,0.05,95.18,100.0,33300,Weekday,Wednesday,Medium_Load,2018-01-10 09:15:00,9,2,0,1,124.31,123.19,56.634339583333336
126.04,45.61,0.0,0.06,94.03,100.0,34200,Weekday,Wednesday,Medium_Load,2018-01-10 09:30:00,9,2,0,1,109.91,129.37415,56.59960885416666
121.43,43.49,0.0,0.06,94.14,100.0,36000,Weekday,Wednesday,Medium_Load,2018-01-10 10:00:00,10,2,0,1,98.39,129.37415,56.441128125000006
117.14,38.77,0.0,0.05,94.94,100.0,36900,Weekday,Wednesday,Maximum_Load,2018-01-10 10:15:00,10,2,0,1,121.43,106.42,56.55279479166666
105.8,32.65,0.0,0.05,95.55,100.0,37800,Weekday,Wednesday,Maximum_Load,2018-01-10 10:30:00,10,2,0,1,117.14,120.02,56.40466979166666
124.88,42.23,0.0,0.06,94.73,100.0,38700,Weekday,Wednesday,Maximum_Load,2018-01-10 10:45:00,10,2,0,1,105.8,128.81,56.36373229166667
110.34,36.11,0.0,0.05,95.04,100.0,39600,Weekday,Wednesday,Maximum_Load,2018-01-10 11:00:00,11,2,0,1,124.88,116.68,56.297690625
129.37415,70.56,0.0,0.07,89.7,100.0,40500,Weekday,Wednesday,Maximum_Load,2018-01-10 11:15:00,11,2,0,1,110.34,129.37415,56.297690625
101.59,51.98,0.0,0.05,89.02,100.0,41400,Weekday,Wednesday,Maximum_Load,2018-01-10 11:30:00,11,2,0,1,129.37415,106.49,56.24664895833333
129.37415,71.89,0.0,0.06,88.53,100.0,42300,Weekday,Wednesday,Maximum_Load,2018-01-10 11:45:00,11,2,0,1,101.59,125.71,56.2848171875
122.76,61.49,0.0,0.06,89.41,100.0,43200,Weekday,Wednesday,Maximum_Load,2018-01-10 12:00:00,12,2,0,1,129.37415,107.64,56.4423171875
129.37415,57.85,0.0,0.06,92.4,100.0,48600,Weekday,Wednesday,Medium_Load,2018-01-10 13:30:00,13,2,0,1,84.82,129.37415,56.38565052083334
120.49,40.39,0.0,0.06,94.81,100.0,50400,Weekday,Wednesday,Medium_Load,2018-01-10 14:00:00,14,2,0,1,98.32,126.83,56.2641921875
115.7,40.5,0.0,0.05,94.38,100.0,51300,Weekday,Wednesday,Medium_Load,2018-01-10 14:15:00,14,2,0,1,120.49,105.91,56.36617135416666
121.1,42.52,0.0,0.06,94.35,100.0,52200,Weekday,Wednesday,Medium_Load,2018-01-10 14:30:00,14,2,0,1,115.7,127.73,56.29710885416667
112.25,34.09,0.0,0.05,95.68,100.0,53100,Weekday,Wednesday,Medium_Load,2018-01-10 14:45:00,14,2,0,1,121.1,106.99,56.35190052083333
110.77,40.79,0.0,0.05,93.84,100.0,54900,Weekday,Wednesday,Medium_Load,2018-01-10 15:15:00,15,2,0,1,96.52,66.74,56.51471302083333
107.03,40.32,0.0,0.05,93.58,100.0,55800,Weekday,Wednesday,Medium_Load,2018-01-10 15:30:00,15,2,0,1,110.77,71.14,56.8885671875
100.48,29.41,0.0,0.05,95.97,100.0,56700,Weekday,Wednesday,Medium_Load,2018-01-10 15:45:00,15,2,0,1,107.03,112.03,56.7682546875
