Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,timestamp,hour,dayofweek,is_weekend,month,usage_lag_1step,usage_lag_1day,usage_roll_mean_1day
129.37415000000001,60.91,0.0,0.0,92.09,100.0,54000,Weekday,Tuesday,Medium_Load,2018-01-02 15:00:00,15,1,0,1,82.08,3.64,24.006232291666667
86.9,34.27,0.0,0.0,93.03,100.0,54900,Weekday,Tuesday,Medium_Load,2018-01-02 15:15:00,15,1,0,1,129.37415000000001,3.92,24.87060729166667
129.37415000000001,62.57,0.0,0.0,91.45,100.0,55800,Weekday,Tuesday,Medium_Load,2018-01-02 15:30:00,15,1,0,1,86.9,4.1,26.17554635416667
116.53,52.88,0.0,0.0,91.06,100.0,56700,Weekday,Tuesday,Medium_Load,2018-01-02 15:45:00,15,1,0,1,129.37415000000001,3.6,27.35190052083333
129.31,61.16,0.0,0.0,90.4,100.0,57600,Weekday,Tuesday,Medium_Load,2018-01-02 16:00:00,16,1,0,1,116.53,3.96,28.657629687500002
129.37415000000001,56.77,0.0,0.0,92.33,100.0,58500,Weekday,Tuesday,Medium_Load,2018-01-02 16:15:00,16,1,0,1,129.31,4.0,29.96361041666667
85.72,34.85,0.0,0.0,92.64,100.0,59400,Weekday,Tuesday,Medium_Load,2018-01-02 16:30:00,16,1,0,1,129.37415000000001,3.6,30.819027083333335
129.37415000000001,65.27,0.0,0.0,91.44,100.0,60300,Weekday,Tuesday,Medium_Load,2018-01-02 16:45:00,16,1,0,1,85.72,4.07,32.124278645833336
86.94,30.78,0.0,0.0,94.27,100.0,61200,Weekday,Tuesday,Medium_Load,2018-01-02 17:00:00,17,1,0,1,129.37415000000001,3.82,32.99011197916666
67.25,25.81,0.0,0.0,93.36,100.0,62100,Weekday,Tuesday,Maximum_Load,2018-01-02 17:15:00,17,1,0,1,86.94,3.56,33.653549479166664
115.78,50.04,0.0,0.0,91.79,100.0,63000,Weekday,Tuesday,Maximum_Load,2018-01-02 17:30:00,17,1,0,1,67.25,4.1,34.816882812500005
113.11,34.63,0.0,0.0,95.62,100.0,63900,Weekday,Tuesday,Maximum_Load,2018-01-02 17:45:00,17,1,0,1,115.78,3.6,35.95761197916667
76.75,11.74,1.04,0.0,98.85,99.99,64800,Weekday,Tuesday,Maximum_Load,2018-01-02 18:00:00,18,1,0,1,113.11,3.6,36.719591145833334
41.9,15.23,0.14,0.0,93.98,100.0,65700,Weekday,Tuesday,Maximum_Load,2018-01-02 18:15:00,18,1,0,1,76.75,4.0,37.1143828125
37.4,19.94,0.0,0.0,88.24,100.0,66600,Weekday,Tuesday,Maximum_Load,2018-01-02 18:30:00,18,1,0,1,41.9,3.42,37.468341145833335
40.25,8.82,0.5,0.0,97.68,99.99,67500,Weekday,Tuesday,Maximum_Load,2018-01-02 18:45:00,18,1,0,1,37.4,3.67,37.849382812500004
34.92,1.98,1.58,0.0,99.84,99.9,68400,Weekday,Tuesday,Maximum_Load,2018-01-02 19:00:00,19,1,0,1,40.25,4.07,38.17073697916667
41.36,6.44,0.43,0.0,98.81,99.99,69300,Weekday,Tuesday,Maximum_Load,2018-01-02 19:15:00,19,1,0,1,34.92,3.53,38.564799479166666
35.96,2.52,1.37,0.0,99.76,99.93,70200,Weekday,Tuesday,Maximum_Load,2018-01-02 19:30:00,19,1,0,1,41.36,3.85,38.899278645833334
39.42,5.29,0.47,0.0,99.11,99.99,71100,Weekday,Tuesday,Maximum_Load,2018-01-02 19:45:00,19,1,0,1,35.96,3.96,39.26865364583333
38.16,4.68,0.5,0.0,99.26,99.99,72000,Weekday,Tuesday,Maximum_Load,2018-01-02 20:00:00,20,1,0,1,39.42,3.56,39.6290703125
33.23,1.51,3.96,0.0,99.9,99.3,72900,Weekday,Tuesday,Medium_Load,2018-01-02 20:15:00,20,1,0,1,38.16,4.03,39.93323697916667
25.88,0.0,12.13,0.0,100.0,90.55,73800,Weekday,Tuesday,Medium_Load,2018-01-02 20:30:00,20,1,0,1,33.23,3.74,40.16386197916667
10.84,0.0,23.22,0.0,100.0,42.3,74700,Weekday,Tuesday,Medium_Load,2018-01-02 20:45:00,20,1,0,1,25.88,3.56,40.2396953125
9.29,0.0,23.51,0.0,100.0,36.75,75600,Weekday,Tuesday,Medium_Load,2018-01-02 21:00:00,21,1,0,1,10.84,4.21,40.292611979166665
6.98,0.0,25.16,0.0,100.0,26.73,76500,Weekday,Tuesday,Medium_Load,2018-01-02 21:15:00,21,1,0,1,9.29,3.56,40.32823697916667
5.11,0.0,26.5,0.0,100.0,18.93,77400,Weekday,Tuesday,Medium_Load,2018-01-02 21:30:00,21,1,0,1,6.98,3.53,40.3446953125
5.08,0.0,26.42,0.0,100.0,18.88,78300,Weekday,Tuesday,Medium_Load,2018-01-02 21:45:00,21,1,0,1,5.11,4.25,40.35334114583333
5.04,0.0,26.46,0.0,100.0,18.71,79200,Weekday,Tuesday,Medium_Load,2018-01-02 22:00:00,22,1,0,1,5.08,3.53,40.3690703125
4.93,1.84,15.44,0.0,93.69,30.42,80100,Weekday,Tuesday,Maximum_Load,2018-01-02 22:15:00,22,1,0,1,5.04,3.56,40.383341145833334
4.64,5.22,0.0,0.0,66.44,100.0,81000,Weekday,Tuesday,Maximum_Load,2018-01-02 22:30:00,22,1,0,1,4.93,3.67,40.3934453125
4.68,5.18,0.0,0.0,67.04,100.0,81900,Weekday,Tuesday,Maximum_Load,2018-01-02 22:45:00,22,1,0,1,4.64,3.24,40.4084453125
4.68,5.11,0.0,0.0,67.54,100.0,82800,Weekday,Tuesday,Maximum_Load,2018-01-02 23:00:00,23,1,0,1,4.68,3.53,40.42042447916667
4.57,4.54,0.0,0.0,70.94,100.0,83700,Weekday,Tuesday,Light_Load,2018-01-02 23:15:00,23,1,0,1,4.68,3.53,40.4312578125
4.57,4.25,0.0,0.0,73.23,100.0,84600,Weekday,Tuesday,Light_Load,2018-01-02 23:30:00,23,1,0,1,4.57,3.24,40.44511197916667
4.54,4.25,0.0,0.0,73.0,100.0,85500,Weekday,Tuesday,Light_Load,2018-01-02 23:45:00,23,1,0,1,4.57,3.67,40.45417447916667
4.57,4.5,0.0,0.0,71.25,100.0,0,Weekday,Wednesday,Light_Load,2018-01-03 00:00:00,0,2,0,1,4.54,4.61,40.4537578125
4.61,4.61,0.0,0.0,70.71,100.0,900,Weekday,Wednesday,Light_Load,2018-01-03 00:15:00,0,2,0,1,4.57,3.2,40.4684453125
4.61,4.54,0.0,0.0,71.25,100.0,1800,Weekday,Wednesday,Light_Load,2018-01-03 00:30:00,0,2,0,1,4.61,3.85,40.47636197916667
4.57,4.5,0.0,0.0,71.25,100.0,2700,Weekday,Wednesday,Light_Load,2018-01-03 00:45:00,0,2,0,1,4.61,3.28,40.48979947916667
4.57,4.61,0.0,0.0,70.4,100.0,3600,Weekday,Wednesday,Light_Load,2018-01-03 01:00:00,1,2,0,1,4.57,3.35,40.5025078125
4.64,4.46,0.0,0.0,72.1,100.0,4500,Weekday,Wednesday,Light_Load,2018-01-03 01:15:00,1,2,0,1,4.57,3.89,40.510320312500006
4.64,4.57,0.0,0.0,71.25,100.0,5400,Weekday,Wednesday,Light_Load,2018-01-03 01:30:00,1,2,0,1,4.64,3.28,40.52448697916667
4.61,4.79,0.0,0.0,69.34,100.0,6300,Weekday,Wednesday,Light_Load,2018-01-03 01:45:00,1,2,0,1,4.64,3.46,40.53646614583334
4.57,4.5,0.0,0.0,71.25,100.0,7200,Weekday,Wednesday,Light_Load,2018-01-03 02:00:00,2,2,0,1,4.61,3.78,40.544695312500004
4.61,4.39,0.0,0.0,72.42,100.0,8100,Weekday,Wednesday,Light_Load,2018-01-03 02:15:00,2,2,0,1,4.57,3.31,40.55823697916667
4.64,4.75,0.0,0.0,69.88,100.0,9000,Weekday,Wednesday,Light_Load,2018-01-03 02:30:00,2,2,0,1,4.61,3.6,40.569070312499996
4.64,4.75,0.0,0.0,69.88,100.0,9900,Weekday,Wednesday,Light_Load,2018-01-03 02:45:00,2,2,0,1,4.64,3.64,40.57948697916667
4.57,4.75,0.0,0.0,69.33,100.0,10800,Weekday,Wednesday,Light_Load,2018-01-03 03:00:00,3,2,0,1,4.64,3.28,40.59292447916666
4.64,5.11,0.0,0.0,67.22,100.0,11700,Weekday,Wednesday,Light_Load,2018-01-03 03:15:00,3,2,0,1,4.57,3.71,40.60261197916667
4.64,4.72,0.0,0.0,70.1,100.0,12600,Weekday,Wednesday,Light_Load,2018-01-03 03:30:00,3,2,0,1,4.64,3.56,40.613861979166664
4.68,4.68,0.0,0.0,70.71,100.0,13500,Weekday,Wednesday,Light_Load,2018-01-03 03:45:00,3,2,0,1,4.64,3.24,40.628861979166665
4.57,4.46,0.0,0.0,71.57,100.0,14400,Weekday,Wednesday,Light_Load,2018-01-03 04:00:00,4,2,0,1,4.68,3.89,40.635945312500006
4.54,4.32,0.0,0.0,72.44,100.0,15300,Weekday,Wednesday,Light_Load,2018-01-03 04:15:00,4,2,0,1,4.57,3.28,40.6490703125
4.61,4.46,0.0,0.0,71.87,100.0,16200,Weekday,Wednesday,Light_Load,2018-01-03 04:30:00,4,2,0,1,4.54,3.28,40.66292447916667
4.57,4.32,0.0,0.0,72.67,100.0,17100,Weekday,Wednesday,Light_Load,2018-01-03 04:45:00,4,2,0,1,4.61,3.96,40.66927864583334
4.61,4.32,0.0,0.0,72.97,100.0,18000,Weekday,Wednesday,Light_Load,2018-01-03 05:00:00,5,2,0,1,4.57,3.24,40.683549479166665
4.54,4.14,0.0,0.0,73.89,100.0,18900,Weekday,Wednesday,Light_Load,2018-01-03 05:15:00,5,2,0,1,4.61,3.46,40.69479947916667
4.57,4.21,0.0,0.0,73.55,100.0,19800,Weekday,Wednesday,Light_Load,2018-01-03 05:30:00,5,2,0,1,4.54,3.67,40.70417447916667
4.57,4.43,0.0,0.0,71.8,100.0,20700,Weekday,Wednesday,Light_Load,2018-01-03 05:45:00,5,2,0,1,4.57,3.24,40.718028645833336
4.57,4.5,0.0,0.0,71.25,100.0,21600,Weekday,Wednesday,Light_Load,2018-01-03 06:00:00,6,2,0,1,4.57,3.67,40.727403645833334
4.64,4.61,0.0,0.0,70.94,100.0,22500,Weekday,Wednesday,Light_Load,2018-01-03 06:15:00,6,2,0,1,4.57,3.53,40.73896614583334
4.57,4.36,0.0,0.0,72.35,100.0,23400,Weekday,Wednesday,Light_Load,2018-01-03 06:30:00,6,2,0,1,4.64,3.2,40.753236979166665
4.61,4.54,0.0,0.0,71.25,100.0,24300,Weekday,Wednesday,Light_Load,2018-01-03 06:45:00,6,2,0,1,4.57,3.78,40.761882812500005
4.54,4.28,0.0,0.0,72.76,100.0,25200,Weekday,Wednesday,Light_Load,2018-01-03 07:00:00,7,2,0,1,4.61,3.35,40.774278645833334
4.46,4.18,0.0,0.0,72.96,100.0,26100,Weekday,Wednesday,Light_Load,2018-01-03 07:15:00,7,2,0,1,4.54,3.53,40.78396614583334
6.12,4.25,0.0,0.0,82.14,100.0,27000,Weekday,Wednesday,Light_Load,2018-01-03 07:30:00,7,2,0,1,4.46,6.3,40.782091145833334
7.92,4.68,0.0,0.0,86.09,100.0,27900,Weekday,Wednesday,Light_Load,2018-01-03 07:45:00,7,2,0,1,6.12,6.05,40.801570312500004
9.58,4.36,0.0,0.0,91.02,100.0,28800,Weekday,Wednesday,Light_Load,2018-01-03 08:00:00,8,2,0,1,7.92,6.73,40.831257812500006
37.01,21.56,0.0,0.02,86.41,100.0,29700,Weekday,Wednesday,Light_Load,2018-01-03 08:15:00,8,2,0,1,9.58,29.02,40.91448697916667
74.59,35.86,0.0,0.03,90.13,100.0,30600,Weekday,Wednesday,Light_Load,2018-01-03 08:30:00,8,2,0,1,37.01,46.19,41.2103203125
109.48,53.32,0.0,0.05,89.9,100.0,31500,Weekday,Wednesday,Light_Load,2018-01-03 08:45:00,8,2,0,1,74.59,52.06,41.808445312500005
105.08,31.82,0.0,0.05,95.71,100.0,32400,Weekday,Wednesday,Light_Load,2018-01-03 09:00:00,9,2,0,1,109.48,56.2,42.317611979166664
121.79,41.26,0.0,0.06,94.71,100.0,33300,Weekday,Wednesday,Medium_Load,2018-01-03 09:15:00,9,2,0,1,105.08,56.84,42.99417447916667
114.48,30.24,0.0,0.05,96.68,100.0,34200,Weekday,Wednesday,Medium_Load,2018-01-03 09:30:00,9,2,0,1,121.79,51.26,43.65271614583333
74.2,21.96,0.0,0.03,95.89,100.0,35100,Weekday,Wednesday,Medium_Load,2018-01-03 09:45:00,9,2,0,1,114.48,48.13,43.92427864583333
54.32,7.13,0.04,0.02,99.15,100.0,36000,Weekday,Wednesday,Medium_Load,2018-01-03 10:00:00,10,2,0,1,74.2,52.81,43.940007812500006
75.17,25.06,0.0,0.03,94.87,100.0,36900,Weekday,Wednesday,Maximum_Load,2018-01-03 10:15:00,10,2,0,1,54.32,54.79,44.15229947916668
58.07,12.24,0.0,0.03,97.85,100.0,37800,Weekday,Wednesday,Maximum_Load,2018-01-03 10:30:00,10,2,0,1,75.17,53.21,44.202924479166676
67.03,15.08,0.0,0.03,97.56,100.0,38700,Weekday,Wednesday,Maximum_Load,2018-01-03 10:45:00,10,2,0,1,58.07,80.21,44.065632812500006
74.59,31.64,0.04,0.03,92.06,100.0,39600,Weekday,Wednesday,Maximum_Load,2018-01-03 11:00:00,11,2,0,1,67.03,77.58,44.03448697916667
57.56,23.9,0.0,0.03,92.36,100.0,40500,Weekday,Wednesday,Maximum_Load,2018-01-03 11:15:00,11,2,0,1,74.59,128.52,43.2953203125
78.62,48.06,0.0,0.04,85.32,100.0,41400,Weekday,Wednesday,Maximum_Load,2018-01-03 11:30:00,11,2,0,1,57.56,129.37415000000001,42.766631249999996
69.16,44.17,0.0,0.03,84.28,100.0,42300,Weekday,Wednesday,Maximum_Load,2018-01-03 11:45:00,11,2,0,1,78.62,90.86,42.540589583333336
74.05,44.78,0.0,0.03,85.57,100.0,43200,Weekday,Wednesday,Maximum_Load,2018-01-03 12:00:00,12,2,0,1,69.16,123.3,42.02756875
11.27,0.5,20.45,0.01,99.9,48.27,44100,Weekday,Wednesday,Medium_Load,2018-01-03 12:15:00,12,2,0,1,74.05,19.22,41.94475625
8.21,0.0,26.21,0.0,100.0,29.89,45000,Weekday,Wednesday,Medium_Load,2018-01-03 12:30:00,12,2,0,1,11.27,8.46,41.94215208333333
8.14,0.0,25.56,0.0,100.0,30.34,45900,Weekday,Wednesday,Medium_Load,2018-01-03 12:45:00,12,2,0,1,8.21,8.24,41.94111041666667
7.7,0.0,25.74,0.0,100.0,28.66,46800,Weekday,Wednesday,Medium_Load,2018-01-03 13:00:00,13,2,0,1,8.14,8.03,41.93767291666666
51.26,21.38,6.08,0.02,92.29,99.3,47700,Weekday,Wednesday,Medium_Load,2018-01-03 13:15:00,13,2,0,1,7.7,79.67,41.64173541666667
52.7,13.64,0.0,0.02,96.81,100.0,48600,Weekday,Wednesday,Medium_Load,2018-01-03 13:30:00,13,2,0,1,51.26,97.85,41.171422916666664
55.84,17.24,0.0,0.03,95.55,100.0,49500,Weekday,Wednesday,Medium_Load,2018-01-03 13:45:00,13,2,0,1,52.7,124.45,40.45673541666667
57.2,17.32,0.0,0.03,95.71,100.0,50400,Weekday,Wednesday,Medium_Load,2018-01-03 14:00:00,14,2,0,1,55.84,108.61,39.92121458333333
76.57,30.6,0.0,0.04,92.86,100.0,51300,Weekday,Wednesday,Medium_Load,2018-01-03 14:15:00,14,2,0,1,57.2,123.12,39.43631875
61.13,20.45,0.0,0.03,94.83,100.0,52200,Weekday,Wednesday,Medium_Load,2018-01-03 14:30:00,14,2,0,1,76.57,129.1,38.72829791666667
66.74,26.42,0.0,0.03,92.98,100.0,53100,Weekday,Wednesday,Medium_Load,2018-01-03 14:45:00,14,2,0,1,61.13,82.08,38.568506250000006
55.8,16.42,0.0,0.03,95.93,100.0,54000,Weekday,Wednesday,Medium_Load,2018-01-03 15:00:00,15,2,0,1,66.74,129.37415000000001,37.80210885416667
57.46,18.25,0.0,0.03,95.31,100.0,54900,Weekday,Wednesday,Medium_Load,2018-01-03 15:15:00,15,2,0,1,55.8,86.9,37.4954421875
71.28,28.08,0.0,0.03,93.04,100.0,55800,Weekday,Wednesday,Medium_Load,2018-01-03 15:30:00,15,2,0,1,57.46,129.37415000000001,36.89029479166667
73.15,28.62,0.0,0.03,93.13,100.0,56700,Weekday,Wednesday,Medium_Load,2018-01-03 15:45:00,15,2,0,1,71.28,116.53,36.43841979166667
68.98,25.81,0.0,0.03,93.66,100.0,57600,Weekday,Wednesday,Medium_Load,2018-01-03 16:00:00,16,2,0,1,73.15,129.31,35.80998229166667
85.0,27.79,0.0,0.04,95.05,100.0,58500,Weekday,Wednesday,Medium_Load,2018-01-03 16:15:00,16,2,0,1,68.98,129.37415000000001,35.3477515625
116.53,41.9,0.0,0.05,94.1,100.0,59400,Weekday,Wednesday,Medium_Load,2018-01-03 16:30:00,16,2,0,1,85.0,85.72,35.6686890625
118.62,39.06,0.0,0.05,94.98,100.0,60300,Weekday,Wednesday,Medium_Load,2018-01-03 16:45:00,16,2,0,1,116.53,129.37415000000001,35.556666666666665
105.05,35.64,0.0,0.05,94.7,100.0,61200,Weekday,Wednesday,Medium_Load,2018-01-03 17:00:00,17,2,0,1,118.62,86.94,35.745312500000004
129.37415000000001,52.96,0.0,0.06,93.57,100.0,62100,Weekday,Wednesday,Maximum_Load,2018-01-03 17:15:00,17,2,0,1,105.05,67.25,36.3924390625
